Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
239980059,"Jan 11, 2015, 11:30:33 PM",Evening shakeout spin,Ride,,1976,13.09,13,FALSE,Kestrel Legend,activities/271823969.tcx.gz
239981253,"Jan 11, 2015, 6:00:00 PM",Team Spin - Transition Run on ice,Run,,870,3.38,,FALSE,,
239981389,"Jan 11, 2015, 8:00:00 AM",trainer miles missed by device,Ride,,0,40.23,,FALSE,Kestrel Legend,
240360257,"Jan 12, 2015, 11:36:46 PM","Aerobic Endurance Trainer Ride with 4 x 30"" AeC efforts to loosen up",Ride,,2763,19.33,18,FALSE,Kestrel Legend,activities/272243719.tcx.gz
240619543,"Jan 13, 2015, 5:42:49 PM",Hokas Eating High AeT Run for Lunch,Run,,2407,9.26,,FALSE,,activities/240619543.gpx
240811304,"Jan 14, 2015, 3:30:00 AM","Masters mainset 14x100 (4 on 1:15 + 3 on 1:30, repeat) + 1000 Pull",Swim,,3300,"2,743",,FALSE,,
241597332,"Jan 15, 2015, 10:43:40 PM",Testing replacement Vector pedals,Ride,,4447,0,30,FALSE,,activities/273603264.tcx.gz
241597846,"Jan 15, 2015, 8:00:00 AM",missed trainer miles,Ride,,0,35.4,,FALSE,,
241883349,"Jan 16, 2015, 7:06:08 PM",Run to and fro W-L pool,Run,,5658,6.69,,FALSE,,activities/241883349.gpx
241888605,"Jan 16, 2015, 10:30:00 PM",Lunch Swim: 4x500 on 7:00 + 200s choice on 3:15,Swim,,2700,"2,697",,FALSE,,
241949598,"Jan 16, 2015, 5:17:35 PM",Work commute...couple of fun gusts out there today,Ride,,22825,46.45,36,FALSE,Kestrel Legend,activities/273992552.fit.gz
242443823,"Jan 17, 2015, 10:16:03 PM",Beach Run in Dark.  Sand was tundra. Awesome!,Run,,3680,10.7,,FALSE,,activities/242443823.gpx
243192067,"Jan 18, 2015, 3:30:34 PM",Aerobic trainer ride,Ride,,3834,0,22,FALSE,Kestrel Legend,activities/275385082.tcx.gz
243192094,"Jan 19, 2015, 12:07:17 PM",Seeing the Cape May sights with Delmo Sports,Ride,,6002,41.89,35,FALSE,Kestrel Legend,activities/275385081.tcx.gz
243192814,"Jan 18, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
243394880,"Jan 19, 2015, 9:48:36 PM",Low tide beach run at sunset,Run,,3488,11.56,,FALSE,,activities/243394880.gpx
245082654,"Jan 23, 2015, 4:16:19 PM",Still sick but commute on rehab cross bike was nice. thanks alex,Ride,,22693,48.7,,FALSE,Giant Propel Advanced 1,activities/245082654.gpx
246199885,"Jan 24, 2015, 9:46:03 PM",Antibiotics warm my heart,Ride,,2840,0,20,FALSE,Kestrel Legend,activities/278740834.tcx.gz
246200120,"Jan 25, 2015, 6:44:24 PM",Sickboy doped up on meds. Result: covered in snot,Ride,,8197,65.29,55,FALSE,Kestrel Legend,activities/278740846.tcx.gz
246206920,"Jan 24, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,24.14,,FALSE,Kestrel Legend,
247985154,"Jan 29, 2015, 10:34:11 PM",First ride back. Going to be a slow process. Beat.,Ride,,3988,0.36,25,FALSE,Kestrel Legend,activities/280711766.tcx.gz
248011359,"Jan 29, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
248348575,"Jan 31, 2015, 1:04:59 AM",Trainer: MS 4 x (5' tempo + 5' AeT),Ride,,3723,0.44,33,FALSE,Kestrel Legend,activities/281103646.tcx.gz
248348997,"Jan 30, 2015, 8:30:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
248681791,"Jan 31, 2015, 6:29:07 PM",Aerobic Spin: 2 x (15' High AeT + 5' AR),Ride,,3045,0.38,20,FALSE,Kestrel Legend,activities/281465030.tcx.gz
248682395,"Jan 31, 2015, 8:30:00 AM",trainer miles missed by device,Ride,,0,24.14,,FALSE,Kestrel Legend,
248682839,"Jan 31, 2015, 7:32:15 PM",transition run: flushing antibiotics down the toilet!,Run,,2319,6.49,,FALSE,,activities/248682839.gpx
249712407,"Feb 2, 2015, 10:33:32 PM",Recovery Trainer Ride...vector broke again,Ride,,3069,0.29,19,FALSE,Kestrel Legend,activities/282595265.tcx.gz
249712446,"Feb 1, 2015, 1:34:35 PM",Ben's Bachelor Ride,Ride,,10796,64.86,,FALSE,Kestrel Legend,activities/282595264.tcx.gz
249713086,"Feb 2, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,24.14,,FALSE,Kestrel Legend,
249713317,"Feb 1, 2015, 1:00:00 AM",Where'd my stroke go?,Swim,,1800,"1,463",,FALSE,,
249969989,"Feb 3, 2015, 5:18:13 PM",working on run form,Run,,5748,5.07,,FALSE,,activities/249969989.gpx
250431565,"Feb 4, 2015, 7:28:11 PM",Working on Milt's form. He hates running stairs :),Run,,4154,5.35,,FALSE,,activities/250431565.gpx
250512832,"Feb 4, 2015, 3:51:55 PM",Big ring work commute. Nuke the climbs!,Ride,,24263,64.54,60,FALSE,Kestrel Legend,activities/283459577.tcx.gz
250530183,"Feb 4, 2015, 3:30:00 AM","Masters: MS: 16x50 {4 on :50, 4 on :40, 4 on :50, 4 on :35)",Swim,,2700,"2,195",,FALSE,,
251176478,"Feb 6, 2015, 5:25:19 PM",Cool Running on Military Rd Hills ,Run,,3162,11.36,,FALSE,,activities/251176478.gpx
251306154,"Feb 6, 2015, 11:58:44 PM",Unstructured High Cadence AeT Trainer Ride,Ride,,3209,0.57,20,FALSE,Kestrel Legend,activities/284317618.tcx.gz
251761347,"Feb 7, 2015, 8:53:30 PM",Pulled a Mud Floater of a Berm. That's a Sloppy MTB,Ride,,7135,37.22,,FALSE,Highball,activities/284825788.tcx.gz
252188508,"Feb 8, 2015, 1:14:35 PM",Great Falls & Tri360 shop ride route,Ride,,8376,52.21,55,FALSE,Kestrel Legend,activities/285307140.tcx.gz
252190084,"Feb 8, 2015, 3:45:59 PM",transition run with the boys,Run,,943,3.2,,FALSE,,activities/252190084.gpx
252382027,"Feb 8, 2015, 9:41:22 PM",Cross Bike in Dark to & from Audrey Moore. RAD!,Ride,,8849,23.17,,FALSE,Giant Propel Advanced 1,activities/252382027.gpx
252382850,"Feb 8, 2015, 10:15:00 PM",Recovery Swim,Swim,,2100,"1,931",,FALSE,,
253044835,"Feb 10, 2015, 3:44:31 PM",Run slow enough to chew gum,Run,,2351,6.52,,FALSE,,activities/253044835.gpx
253521539,"Feb 11, 2015, 4:33:28 PM",Cross bike commute ,Ride,,2888,19.33,,FALSE,Giant Propel Advanced 1,activities/253521539.gpx
253590488,"Feb 11, 2015, 5:37:12 PM",transition run to & from pool,Run,,6187,3.92,,FALSE,,activities/253590488.gpx
253708881,"Feb 11, 2015, 11:15:35 PM",Dark Commute...get out of the way deer!,Ride,,4202,28.05,,FALSE,Giant Propel Advanced 1,activities/253708881.gpx
253744285,"Feb 11, 2015, 9:00:00 PM",Swim Analysis w Madi,Swim,,1200,914,,FALSE,,
254178959,"Feb 13, 2015, 3:30:00 AM",Masters: MS 8x100 on 1:20,Swim,,3000,"2,560",,FALSE,,
255491119,"Feb 13, 2015, 10:00:08 PM",Under-overs to make room for Will's cooking,Ride,,2405,0,25,FALSE,Kestrel Legend,activities/288960801.tcx.gz
255491167,"Feb 15, 2015, 6:26:41 PM",3 x 20' High AeT + Short hard efforts,Ride,,8179,0.93,8,FALSE,Kestrel Legend,activities/288960813.tcx.gz
255493862,"Feb 13, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,19.31,,FALSE,Kestrel Legend,
255970921,"Feb 16, 2015, 11:33:44 PM",snowy transition run,Run,,1523,5.36,,FALSE,,activities/255970921.gpx
255971364,"Feb 16, 2015, 10:42:08 PM",Post MTB Spin: 20' @ Low Tempo + 2x (3' LT + 2 AR),Ride,,2319,0.4,17,FALSE,Kestrel Legend,activities/289491118.tcx.gz
255971370,"Feb 16, 2015, 7:28:03 PM",Awesome frozen MTB with Titus,Ride,,5372,17.88,25,FALSE,Highball,activities/289491121.tcx.gz
256000189,"Feb 16, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,17.7,,FALSE,Kestrel Legend,
256453819,"Feb 17, 2015, 10:31:38 PM",First time on rollers. My abs hurt,Ride,,4275,0,20,FALSE,Kestrel Legend,activities/290026007.tcx.gz
256454505,"Feb 17, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,28.96,,FALSE,Kestrel Legend,
256454856,"Feb 16, 2015, 6:00:00 PM",Working on Blaine & Kate's Stroke,Swim,,900,549,,FALSE,,
256671083,"Feb 18, 2015, 3:30:40 PM","Half Pavement, Half Snow Run",Run,,3197,10.62,,FALSE,,activities/256671083.gpx
257145927,"Feb 19, 2015, 5:16:14 PM",Icey Run to Pool,Run,,4311,1.76,,FALSE,,activities/257145927.gpx
257146345,"Feb 19, 2015, 8:30:00 PM",Fix broken stroke: 2 x [5x200 on 3:00 + 100 Fast + 2x50],Swim,,2400,"2,377",,FALSE,,
257202128,"Feb 15, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,7200,67.59,,FALSE,Kestrel Legend,
258161159,"Feb 21, 2015, 10:52:34 PM","High Cadence, High AeT Pre-Run Spin",Ride,,3829,0.32,24,FALSE,Kestrel Legend,activities/291920284.tcx.gz
258161527,"Feb 21, 2015, 7:00:00 PM","MS: 2 x (4x75 on 100, 2x25 easy, 200 broken fast, 2x25 easy, 4x75 on :55)",Swim,,3600,"3,200",,FALSE,,
258161610,"Feb 21, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
258161819,"Feb 22, 2015, 12:16:26 AM",Sleet/Snow Transition Run,Run,,1516,4.4,,FALSE,,activities/258161819.gpx
258685717,"Feb 22, 2015, 10:25:56 PM",Push the hills. Dodge the puddles,Run,,3684,12.95,,FALSE,,activities/258685717.gpx
258725573,"Feb 23, 2015, 2:26:52 AM",Post run ride with 2 muscular endurance intervals.  Tired legs.,Ride,,3847,0.12,28,FALSE,Kestrel Legend,activities/292557217.tcx.gz
258726125,"Feb 22, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
259348626,"Feb 24, 2015, 6:24:14 PM",Easy Run focus on form & cadence ,Run,,1864,6.47,,FALSE,,activities/259348626.gpx
259535896,"Feb 25, 2015, 3:30:00 AM","Masters: 8x100 1:20, 8x75 1:00, 8x50 :40, 8x25 off blocks",Swim,,3600,"3,109",,FALSE,,
259937421,"Feb 25, 2015, 11:33:15 PM","Burning rubber: 5x(3' LT + 1' AR) + 3 x 30"" Max efforts",Ride,,3889,0.26,33,FALSE,Kestrel Legend,activities/293888873.tcx.gz
259938078,"Feb 25, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
260218897,"Feb 26, 2015, 4:44:05 PM",Watching The Herschel Walker story on-demand was amazing...good for High AeT spin,Ride,,3791,0,24,FALSE,Kestrel Legend,activities/294195918.tcx.gz
260220147,"Feb 26, 2015, 6:00:43 PM",Transition Run on mixture of pavement & snow,Run,,1270,4.03,,FALSE,,activities/260220147.gpx
260222620,"Feb 26, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
260622598,"Feb 27, 2015, 4:34:59 PM",Run to pool ,Run,,4941,4.06,,FALSE,,activities/260622598.gpx
260622923,"Feb 27, 2015, 8:00:00 PM",Showing Joey B hip driven freestyle,Swim,,1800,"1,280",,FALSE,,
260707209,"Feb 27, 2015, 10:04:48 PM",Aerobic spin to setup the weekend,Ride,,3828,0,24,FALSE,Kestrel Legend,activities/294738044.tcx.gz
260960422,"Feb 27, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
261116557,"Feb 28, 2015, 5:32:53 PM",Easy Run on the lake,Run,,4422,10.52,,FALSE,,activities/261116557.gpx
261123177,"Feb 28, 2015, 3:30:00 PM",masters. 3 x 300 descend plus other stuff,Swim,,3420,"2,897",,FALSE,,
261674312,"Mar 1, 2015, 1:40:18 PM",Tough Trainer ride with Team Tri360,Ride,,5534,0,54,FALSE,Kestrel Legend,activities/295825928.tcx.gz
261679445,"Mar 1, 2015, 3:26:51 PM",Transition Run with the peeps,Run,,847,2.75,,FALSE,,activities/261679445.gpx
261683220,"Mar 1, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,46.67,,FALSE,Kestrel Legend,
262009501,"Mar 2, 2015, 1:44:59 PM",Recovery Spin,Ride,,2423,0.15,,FALSE,Kestrel Legend,activities/296199283.tcx.gz
262009982,"Mar 2, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,20.92,,FALSE,Kestrel Legend,
262512157,"Mar 3, 2015, 6:05:44 PM","In like a lion...cold, wet tempo run",Run,,2916,10.57,,FALSE,,activities/262512157.gpx
263023541,"Mar 4, 2015, 7:03:40 PM",Scamper to W-L pool,Run,,5011,4.79,,FALSE,,activities/263023541.gpx
263061393,"Mar 4, 2015, 10:15:00 PM",Long WU + 200 & 100 Negative Splits,Swim,,2700,"2,377",,FALSE,,
263179887,"Mar 4, 2015, 11:15:05 PM",AeT ride to setup snow day,Ride,,3827,0,24,FALSE,Kestrel Legend,activities/297478183.tcx.gz
263180138,"Mar 4, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
263555283,"Mar 5, 2015, 11:27:15 PM",Snowy Icey Transition Run,Run,,1302,3.78,,FALSE,,activities/263555283.gpx
263596052,"Mar 5, 2015, 9:06:35 PM",Aerobic Ride + a couple few short efforts,Ride,,6687,0.99,35,FALSE,Kestrel Legend,activities/297940479.tcx.gz
263599073,"Mar 5, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,48.28,,FALSE,Kestrel Legend,
263926578,"Mar 6, 2015, 8:52:25 PM",Pre swim recovery run,Run,,1352,4.53,,FALSE,,activities/263926578.gpx
263985499,"Mar 7, 2015, 12:30:00 AM",Swim with Kathy & Will working on stroke rate,Swim,,2400,"1,646",,FALSE,,
264338636,"Mar 7, 2015, 3:48:27 PM",Tabata Intervals: coming soon to a Speed Sherpa athlete near you,Ride,,4003,0,36,FALSE,Kestrel Legend,activities/298767477.tcx.gz
264396535,"Mar 7, 2015, 5:43:08 PM",Neg Split Transition Run on packed snow,Run,Fueled by 2 gels and 4 pieces of Turkey  bacon ,3655,11.11,,FALSE,,activities/264396535.gpx
264994007,"Mar 8, 2015, 4:10:18 PM",Transition Run with the boys,Run,,997,3.81,,FALSE,,activities/264994007.gpx
265002889,"Mar 8, 2015, 1:40:45 PM",Sufferfest Giro with Titus & J2,Ride,,8048,0,65,FALSE,Kestrel Legend,activities/299517880.tcx.gz
265007247,"Mar 8, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,64.37,,FALSE,Kestrel Legend,
265007548,"Mar 7, 2015, 9:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
265324207,"Mar 8, 2015, 10:30:00 PM",Helping the Estonians Swim,Swim,,1500,"1,097",,FALSE,,
266631210,"Mar 11, 2015, 6:08:29 PM",Sweating out the canolis,Run,,2364,7.25,,FALSE,,activities/266631210.gpx
266802197,"Mar 10, 2015, 5:00:00 PM",Swim with Bro & Niece,Swim,,2700,"2,469",,FALSE,,
267063384,"Mar 12, 2015, 4:48:07 PM",Helping the grieving w hill repeats ,Run,,3019,11.49,,FALSE,,activities/267063384.gpx
267642103,"Mar 13, 2015, 6:34:39 PM",WU with Carter J & then over unders & high -> low efforts,Ride,,3748,0.02,34,FALSE,Kestrel Legend,activities/302454223.tcx.gz
267646407,"Mar 13, 2015, 5:00:00 PM",Swim w Bro: Auburn University Burndowns,Swim,,2400,"2,103",,FALSE,,
267647042,"Mar 13, 2015, 7:48:46 PM",Transition Run through the trails along the river,Run,,1005,3.33,,FALSE,,activities/267647042.gpx
268781438,"Mar 15, 2015, 2:24:17 PM",Haymarket Climbs with Titus & Crandle,Ride,,8682,34.92,,FALSE,Kestrel Legend,activities/303742604.tcx.gz
268783238,"Mar 15, 2015, 5:03:32 PM",Transution Run through some trails,Run,,972,3.23,,FALSE,,activities/268783238.gpx
269171580,"Mar 16, 2015, 4:44:25 PM",Shakeout  Run,Run,,1908,6.58,,FALSE,,activities/269171580.gpx
269365470,"Mar 16, 2015, 10:35:33 PM",Easy prance with the pups,Run,,715,1.73,,FALSE,,activities/269365470.gpx
269606535,"Mar 13, 2015, 8:00:00 AM",trainer miles missed by device,Ride,,0,32.18,,FALSE,Kestrel Legend,
269628733,"Mar 17, 2015, 12:11:02 PM",Easy commute to work,Ride,,2815,20.1,,FALSE,Kestrel Legend,activities/304693953.tcx.gz
269764629,"Mar 17, 2015, 4:20:11 PM",Lunch Ride Trying New Route,Ride,,8740,55.21,,FALSE,Kestrel Legend,activities/304842735.tcx.gz
269961148,"Mar 17, 2015, 9:32:06 PM",Ride home into the wind...tired legs...3rd ride of the day!,Ride,,3256,20.95,,FALSE,Kestrel Legend,activities/305064128.tcx.gz
270302927,"Mar 18, 2015, 5:16:11 PM",Easy Run to Pool,Run,,4743,1.95,,FALSE,,activities/270302927.gpx
270304810,"Mar 18, 2015, 5:30:00 PM",Recovery Swim with lots of kicking and drills,Swim,,2700,"2,414",,FALSE,,
270460483,"Mar 18, 2015, 10:16:21 PM",Working on Shari's Stride,Run,,4645,6.25,,FALSE,,activities/270460483.gpx
271951343,"Mar 21, 2015, 11:01:55 PM",Transition Run w Mimz ,Run,,1128,2.99,,FALSE,,activities/271951343.gpx
272011007,"Mar 21, 2015, 9:20:01 PM",Shakin' out the junk in the guns,Ride,,5373,40.87,35,FALSE,Kestrel Legend,activities/307349805.tcx.gz
272014039,"Mar 21, 2015, 6:30:00 PM",TriMania WU + Fast 300 + CD,Swim,,1500,"1,372",,FALSE,,
272393786,"Mar 22, 2015, 11:10:45 AM",Part Chef Will's Bday Ride + 2 flats but lots of good vibes,Ride,,17190,84.12,73,FALSE,Highball,activities/307780110.tcx.gz
272630215,"Mar 22, 2015, 9:40:53 PM",Negative Split Run Like Butta,Run,,3546,13.18,,FALSE,,activities/272630215.gpx
272697573,"Mar 20, 2015, 3:00:00 AM",Swim with Sara...working on the little things,Swim,,1800,"1,280",,FALSE,,
273157230,"Mar 23, 2015, 9:56:18 PM",Taking the bike for a walk,Ride,,2890,20.27,,FALSE,Kestrel Legend,activities/308659758.tcx.gz
273496406,"Mar 24, 2015, 6:23:23 PM",Easy Recovery Run,Run,,3281,5.92,,FALSE,,activities/273496406.gpx
273700399,"Mar 24, 2015, 11:45:00 PM","Masters: mainset 16x100 (4 on 1:20, 4 on 1:30, 4 on 1:20, 4 on 1:15)",Swim,,3600,"2,897",,FALSE,,
274369841,"Mar 26, 2015, 1:57:17 PM",Soaked. Hid under bridge. Microwave clothes for commute home,Ride,,3423,21.19,17,FALSE,Kestrel Legend,activities/309999646.tcx.gz
274626580,"Mar 26, 2015, 9:42:06 PM",Fun ride home in microwaved kit...got rained on again...it was awesome!,Ride,,6491,47.28,44,FALSE,Kestrel Legend,activities/310283012.tcx.gz
274970309,"Mar 27, 2015, 5:09:27 PM",Working on Nicks form pre-swim,Run,,8205,4.69,,FALSE,,activities/274970309.gpx
274972413,"Mar 27, 2015, 9:00:00 PM",Lunch Swim working on form,Swim,,2400,"2,195",,FALSE,,
275560965,"Mar 28, 2015, 5:00:00 PM",AWESOME Ride Kore MTB Clinic at Forest Hill in Richmond,Ride,,7200,20.92,,FALSE,Highball,
276200321,"Mar 29, 2015, 12:14:46 PM",Long ride with some good dudes,Ride,,18736,89.84,90,FALSE,Kestrel Legend,activities/312071611.tcx.gz
276201893,"Mar 29, 2015, 10:05:21 PM",Aerobic Run w 4 x 2' gravel hill climbs,Run,,4003,13.03,,FALSE,,activities/276201893.gpx
276687739,"Mar 30, 2015, 10:43:53 PM",Working on MTB skills...active recovery day,Ride,,5672,24.94,25,FALSE,Highball,activities/312620997.tcx.gz
276968652,"Mar 31, 2015, 4:12:03 PM",Shakeout Run,Run,,2263,8.47,,FALSE,,activities/276968652.gpx
277539321,"Apr 1, 2015, 4:38:55 PM",Scamper to the pool,Run,,5379,4.99,,FALSE,,activities/277539321.gpx
277555655,"Apr 1, 2015, 8:00:00 PM",Swim with Sara at Lunch,Swim,,2400,"1,920",,FALSE,,
277584306,"Apr 1, 2015, 2:48:01 PM",Easy ride to work,Ride,,2710,19.96,14,FALSE,Kestrel Legend,activities/313620514.tcx.gz
277645078,"Apr 1, 2015, 8:28:37 PM","Big Ring Home: 10', 8', 5' efforts into the wind",Ride,,3468,27.87,30,FALSE,Kestrel Legend,activities/313688877.tcx.gz
278086728,"Apr 2, 2015, 6:12:02 PM","Track work: 4x400 (fast, ez) 4x800 (fast-neg split, ez)",Run,,2344,8.4,,FALSE,,activities/278086728.gpx
278276804,"Apr 2, 2015, 1:07:57 PM",Eazy Breazy Work Commute,Ride,,34228,39.15,34,FALSE,Kestrel Legend,activities/314398776.tcx.gz
279331235,"Apr 4, 2015, 9:58:58 PM",Sand & Wind Tough Combo Transition Run,Run,,3604,7.45,,FALSE,,activities/279331235.gpx
279354717,"Apr 4, 2015, 7:11:27 PM",Monster watt efforts INTO the wind. Pseudo hills,Ride,,8120,64.57,56,FALSE,Kestrel Legend,activities/315633825.tcx.gz
280624024,"Apr 6, 2015, 9:33:59 PM",Doubled up on Cephalexin and went MTB'ing at Lake Fairfax,Ride,,7929,43.13,49,FALSE,Highball,activities/317088810.tcx.gz
281211774,"Apr 7, 2015, 7:45:36 PM",Still sick but MTB was calling. Took her for a walk,Ride,,5923,26.46,27,FALSE,Highball,activities/317752368.tcx.gz
281212277,"Apr 7, 2015, 9:33:30 PM",Maybe a transition run will get rid of the crud?,Run,,940,3.28,,FALSE,,activities/281212277.gpx
282369841,"Apr 9, 2015, 9:59:29 PM",Might be on the way back. Only 3 hacks,Run,,1951,6.45,,FALSE,,activities/282369841.gpx
283400094,"Apr 11, 2015, 4:59:26 PM",Still tightness but perhaps on the mend,Run,,3710,13.03,,FALSE,,activities/283400094.gpx
283599827,"Apr 11, 2015, 7:59:35 PM",MTB cruise to work on skills & grub with Hagemans,Ride,,7937,40.89,52,FALSE,Highball,activities/320476537.tcx.gz
284184883,"Apr 11, 2015, 10:20:37 PM",Jersey attitude on the trail. J2's loving it.,Ride,,61723,77.74,76,FALSE,Highball,activities/321153221.tcx.gz
284187718,"Apr 12, 2015, 4:02:52 PM",Beagle mix transition run,Run,,1253,3.71,,FALSE,,activities/284187718.gpx
284375089,"Apr 12, 2015, 11:48:53 PM",PM MTB skills after 2 pints,Ride,,1731,6.34,,FALSE,Highball,activities/284375089.gpx
284960957,"Apr 13, 2015, 8:44:07 PM",Cleared My Creek Nemesis @ Lake Fairfax,Ride,,6561,36.69,44,FALSE,Highball,activities/322042198.tcx.gz
286201483,"Apr 15, 2015, 6:17:38 PM",Steezy on the MTB,Ride,,8736,26.77,39,FALSE,Highball,activities/323442401.tcx.gz
286202281,"Apr 15, 2015, 8:56:17 PM",Trail Transition Run Like a Deer,Run,,1396,4.99,,FALSE,,activities/286202281.gpx
286204037,"Apr 15, 2015, 6:30:00 PM",Masters: 2 weeks out pool.  Ouch,Swim,,3300,"2,743",,FALSE,,
286602043,"Apr 16, 2015, 3:59:29 PM",Track workout on tired body,Run,,2628,8.21,,FALSE,,activities/286602043.gpx
287217856,"Apr 17, 2015, 1:23:55 PM",Recovery ride to work,Ride,,2578,19.99,17,FALSE,Kestrel Legend,activities/324598573.tcx.gz
287278606,"Apr 17, 2015, 5:35:38 PM",Easy Run to Pool,Run,,3339,3.06,,FALSE,,activities/287278606.gpx
287279440,"Apr 17, 2015, 5:45:00 PM",Short Recovery Swim,Swim,,1200,"1,127",,FALSE,,
287946766,"Apr 18, 2015, 4:00:00 PM",Masters: MS 6x75 on 1:00 + 2x300 pull + 6x75 on 1:00,Swim,,3300,"2,743",,FALSE,,
287947240,"Apr 17, 2015, 8:58:42 PM",Ride home from work...cruise,Ride,,2749,20.53,18,FALSE,Kestrel Legend,activities/325454160.tcx.gz
287947409,"Apr 18, 2015, 4:06:42 PM","8', 9', 7' HARD efforts....crushed everyone's soul",Ride,,8170,64.71,78,FALSE,Kestrel Legend,activities/325454174.tcx.gz
287948266,"Apr 18, 2015, 6:37:22 PM",Building Transition Run on Nuked Legs,Run,,1243,4.49,,FALSE,,activities/287948266.gpx
288662216,"Apr 19, 2015, 1:08:52 PM",Ride Kore mtb clinic plus some extra,Ride,,17061,35.27,,FALSE,Highball,activities/288662216.gpx
288704155,"Apr 19, 2015, 5:56:06 PM",Trail Transition Run Through Forest Hill,Run,,1888,5.87,,FALSE,,activities/288704155.gpx
289960167,"Apr 21, 2015, 12:18:36 PM",Recovery ride to work,Ride,,2675,20.14,16,FALSE,Kestrel Legend,activities/327811698.tcx.gz
290187435,"Apr 21, 2015, 9:48:41 PM",Ride home with race RPE pushes,Ride,,2569,20.23,17,FALSE,Kestrel Legend,activities/328078683.fit.gz
290583334,"Apr 22, 2015, 6:00:25 PM",Race Week Tune-up Run,Run,,1801,6.62,,FALSE,,activities/290583334.gpx
291421031,"Apr 23, 2015, 10:02:16 PM",Wouldn't be an Xterra if I didn't break something pre-race. Time for a new pedal,Ride,,3810,24.45,24,FALSE,Highball,activities/329507253.fit.gz
291743204,"Apr 24, 2015, 3:33:40 PM",Jaunt to Pool,Run,,5180,3.07,,FALSE,,activities/291743204.gpx
291744521,"Apr 24, 2015, 4:36:22 PM",Pre-race swim sets with the Professor ,Swim,,1500,"1,609",,FALSE,,
293311811,"Apr 26, 2015, 12:04:49 PM",Warm-up: Xterra NJ Devil,Ride,,708,3.09,,FALSE,Highball,activities/331727120.fit.gz
293311812,"Apr 26, 2015, 9:37:34 PM",Post race MTB rip to Wakefield,Ride,,4234,24.97,26,FALSE,Highball,activities/331727115.fit.gz
293311818,"Apr 26, 2015, 1:14:02 PM",Race: Xterra NJ Devil Bike Course,Ride,,3118,21.29,,FALSE,Highball,activities/331727117.fit.gz
293311822,"Apr 25, 2015, 5:47:20 PM",Pre-ride: Xterra NJ Devil,Ride,,3987,15.25,18,FALSE,Highball,activities/331727122.fit.gz
293313296,"Apr 22, 2015, 7:00:00 PM",Lunch swim,Swim,,2400,"1,920",,FALSE,,
293910681,"Apr 27, 2015, 1:15:27 PM",Easy to work. Couple efforts home,Ride,,35232,46.79,44,FALSE,Kestrel Legend,activities/332420404.fit.gz
294320724,"Apr 28, 2015, 4:38:45 PM",Trot to W-L pool,Run,,8089,3.37,,FALSE,,activities/294320724.gpx
294323736,"Apr 28, 2015, 8:00:00 PM",Continuous Recovery Swim (alternating 200 Free or Pull + 50 stroke or drill or kick),Swim,,2700,"2,743",,FALSE,,
294939794,"Apr 29, 2015, 6:10:04 PM",Flush legs with strong run on rolling terrain,Run,,2082,8.27,,FALSE,,activities/294939794.gpx
295130087,"Apr 29, 2015, 10:00:37 PM",Ride out to Titus & rip around on MTB,Ride,,8891,42.87,43,FALSE,Highball,activities/333826558.fit.gz
295759989,"May 1, 2015, 3:00:00 AM",Recovery swim working on Sara's stroke,Swim,,1200,914,,FALSE,,
295760039,"Apr 30, 2015, 3:57:38 PM",Track workout: 5 x [800 descend (400 @ 10k + 400 @ 5k) + 400 Easy],Run,,4290,9.65,68,FALSE,,activities/334558723.tcx.gz
296313353,"May 1, 2015, 9:43:45 PM",Searching for Flowy McFlow on the MTB,Ride,,5217,29.75,31,FALSE,Highball,activities/335211822.fit.gz
